source,id,url,title,abstract,publication_date,year,doi
pubmed,42220328,https://pubmed.ncbi.nlm.nih.gov/42220328/,Imidazolium Lipid-based Nanoparticles Enable Effective mRNA Delivery and Cellular Immune Response.,"Imidazolium LipidBrick<sup>®</sup> cationic lipid nanoparticles (LNPs) provide a pH-independent alternative to conventional ionizable systems for nucleic acid delivery. Through a high-throughput screen of 1,944 formulations spanning eight imidazolium cores, three helper lipids, and varying PEG densities, we found that more than half of the library outperformed the clinical ionizable benchmark ALC-0315 in multiple representative mammalian cell types. Top-performing candidates showed robust cellular uptake, efficient endosomal escape, and strong transgene expression both <i>in vitro</i> and following intramuscular administration. A lead formulation (C3 LNP), incorporating an imidazolium lipid core bearing a hydroxyethyl substituent, with 30 mol% DOPE, achieved comparable intramuscular luciferase expression and antibody titers to ALC-0315, while eliciting ~3-fold stronger ovalbumin-specific IFN-γ<sup>+</sup> T-cell responses and maintaining low cytotoxicity. Machine-learning analysis of the dataset further distilled transferable design rules to inform future formulation strategies. Collectively, these findings establish cationic LipidBrick<sup>®</sup> LNPs as a versatile platform for mRNA delivery, offering a generalizable framework for the high-throughput discovery of ionization-independent systems that effectively prime adaptive immune responses.",2026 Jun,2026,
pubmed,42220148,https://pubmed.ncbi.nlm.nih.gov/42220148/,Drug Repurposing Using Machine Learning and Deep Learning: A Systematic Literature Review.,"Drug repositioning identifies new therapeutic applications for existing drugs, particularly for diseases lacking effective treatments. This approach can significantly reduce the time and cost of drug discovery. Recently, Machine Learning (ML) and Deep Learning (DL) have become pivotal tools in this field, facilitating the analysis of large-scale datasets and enhancing the accuracy, efficiency, and speed of identifying novel drug indications. This systematic review examines recent advances in machine learning and deep learning approaches for drug repositioning. A comprehensive search of multiple databases yielded 24 relevant studies published between 2015 and 2025. The review analyzes model architectures, methodologies, and evaluation metrics, while also investigating data types and key findings related to the repositioned drugs. Results show that deep learning architectures, such as Graph Convolutional Networks (GCN), Deep Neural Networks (DNN), alongside machine learning models like Random Forest (RF), and Support Vector Machines (SVM), are highly prevalent. Across all reviewed studies, predictive models consistently demonstrate strong performance, with most accuracy-based studies reporting values above 90%, while studies using other evaluation metrics also show competitive results. DrugBank, PubChem, and ChEMBL emerged as the primary benchmarked databases, particularly in studies aimed at predicting Drug-Target Interactions (DTIs). While research remains concentrated on oncology and neurodegenerative diseases, the field is rapidly expanding toward other conditions. Our analysis demonstrates a clear move toward advanced deep learning frameworks, which have become the modern pillars for drug repurposing. However, a critical translational gap remains between successful in silico predictions and actual clinical outcomes, primarily due to challenges in model interpretability and data integrity. AI-driven drug repositioning offers a cost-effective strategy to accelerate drug discovery. To achieve real-world medical impact, future research must prioritize interpretable architectures, advanced deep learning frameworks, and robust hybrid models, particularly for treating rare diseases, to bridge the gap between computational success and clinical implementation effectively.",2026 May 25,2026,
pubmed,42215857,https://pubmed.ncbi.nlm.nih.gov/42215857/,PRIME: An evaluation framework for protein representation inference and generalization in viral mutation space.,"Protein language models (PLMs) have revolutionized protein fitness prediction, yet their application to rapidly evolving viral pathogens is often confounded by extreme sequence homology. This homology leads to ""data leakage"" in standard random validation splits, yielding inflated performance metrics that fail to translate into real-world biosurveillance utility. We present Protein Representation Inference for Mutation Evaluation (PRIME), a framework that integrates domain-specific fine-tuning with a rigorous position-stratified validation protocol to evaluate viral threats. Using a dataset of 347,432 SARS-CoV-2 receptor binding domain (RBD) sequences, we demonstrate that while random training data split yields deceptive R<sup>2</sup> values (> 0.90), they fail to generalize to novel mutational sites. By benchmarking models up to 650 M parameters, we show that domain-specific fine-tuning of the ESM-C 600 M model with correctly stratified data provides an initial demonstration of predictive signal for binding affinity and expression at unseen mutational sites of binding affinity and expression on unseen sites (R<sup>2</sup> ~0.23), a significant advancement over base foundation models which exhibit no predictive power (R<sup>2</sup> <0). PRIME's embedding-based clustering identified 3.03% of bat coronavirus sequences as candidates for further experimental prioritization based on their functional similarity to human-infective strains in embedding space, offering a perspective complementary to traditional phylogenetic methods. PRIME establishes a new benchmark for the application of PLMs in pathogen surveillance. Our findings demonstrate that state-of-the-art models and fine-tuning, when paired with stratified validation, provide biologically meaningful insights into pathogen evolution and zoonotic risk.",2026 May 30,2026,
pubmed,42205768,https://pubmed.ncbi.nlm.nih.gov/42205768/,Quantitative sensory testing and classical pain model dataset in 127 healthy volunteers.,"Experimental pain models are integral to human pain research and the development of analgesic drugs. Of many options available, it is possible to identify pain models that reliably predict clinical analgesic efficacy in cost-effective laboratory settings. However, translating experimental findings to clinical practice is imperfect, and laboratory models can only partially replicate specific clinical pain conditions. The present dataset originates from a study that addressed this gap between experimental and clinical pain. The broader study investigated whether patterns of clinical neuropathic pain could be induced, at least to some degree, in healthy human subjects using topical capsaicin application to induce hypersensitization. This dataset provides the baseline control measurements from untreated skin that were obtained as part of this research. The study enrolled 127 healthy volunteers who underwent comprehensive sensory testing. A quantitative sensory testing (QST) battery developed for clinical diagnosis by the German Research Network on Neuropathic Pain was utilized to characterize baseline sensory function and pain sensitivity. The dataset is provided in both its original (raw) and transformed formats. Key pain data are presented as a 127×23 matrix (127 cases and 23 QST variables). Transformations include sign inversion for certain variables to align pain sensitivity, directionality, unit conversions, and log transformations based on psychophysical principles. A separate metadata file documents participant characteristics, such as age, sex, test site allocation (hand or foot), and body side tested. This dataset has significant potential for reuse. Researchers can use it to benchmark new pain assessment tools, validate experimental pain models, and develop or test statistical and computational methods for analyzing sensory and pain data. The inclusion of demographic variables allows for the investigation of how age and sex influence pain perception. The structure of the dataset supports secondary analyses, integration into machine learning workflows as independent validation data, and use as a reference in future pain research. All data are anonymized and formatted to facilitate reproducibility and secondary use.",2026 Jun,2026,
pubmed,42205168,https://pubmed.ncbi.nlm.nih.gov/42205168/,A Clustering-Based Machine Learning Approach for Mortality Prediction in Gastrointestinal Bleeding: Development and Validation.,"Gastrointestinal bleeding (GIB) is a life-threatening emergency with considerable morbidity and mortality. Traditional risk scores like AIMS65 and Glasgow-Blatchford Score (GBS) are limited in capturing nonlinear clinical interactions. We developed and externally validated a machine learning model to predict 30-day mortality in GIB patients. We retrospectively analyzed 5453 emergency department patients with GIB from the Medical Information Mart for Intensive Care IV-Emergency Department database for model development, with external validation using 7166 patients from Jefferson Health. Sixteen clinical and laboratory variables were selected based on a literature review and clinical relevance. The development cohort was divided into training (80%) and internal validation (20%) sets. Survivors were partitioned into 24 clusters using K-means, with separate random forest models trained on each cluster, combined with all deceased cases. Performance was evaluated using the area under the receiver-operating characteristic curve, sensitivity, and specificity on the external validation set, then benchmarked against AIMS65 and the GBS. The model achieved an area under the receiver-operating characteristic curve of 0.884 (95% confidence interval: 0.863-0.905) on internal validation and 0.882 (95% confidence interval: 0.863-0.900) on external validation, significantly outperforming AIMS65 (0.737) and GBS (0.768) (<i>P</i> < .001). At the optimal threshold, the model achieved 87.9% sensitivity and 74.3% specificity on the external validation cohort. At maximum sensitivity thresholds, the model maintained higher specificity (54.4%) than AIMS65 (29.7%) and GBS (17.0%) (<i>P</i> < .001). Clustering identified distinct phenotypes with mortality ranging from 0.6% to 15.3%. SHapley Additive exPlanations analysis identified age, albumin, hemodynamic parameters, and presenting hemoglobin and platelet count as key predictors. Our model provides superior risk stratification for 30-day mortality in GIB compared to conventional scores, with validated generalizability and potential for integration into electronic health record systems.",2026,2026,
pubmed,42199375,https://pubmed.ncbi.nlm.nih.gov/42199375/,Optimized Quantitative Bacterial Two-Hybrid (qB2H) for Protein-Protein Interaction Assessment.,"Characterizing mutation effects on protein-protein interactions (PPIs) is crucial for elucidating protein structure and function. Massively parallel PPI variant analyses such as deep mutational scanning enable interface identification and generate datasets for machine learning. <i>In cellulo</i> strategies such as two-hybrid systems provide straightforward access to such data, but reliability depends on quantitative properties. Here, we show that existing bacterial two-hybrid (B2H) systems have limitations constraining accurate dataset generation. We engineered and benchmarked optimized quantitative B2H (qB2H) alternatives, enabling strain-independent assays, improved metrics, and generation of high-quality datasets. We demonstrate qB2H utility through interface mapping and binder optimization. Perturbation analysis of single-site variants accurately recovered known antisilencing function 1 (ASF1) complex contact positions, matching crystallographic data. Integration of generative artificial-intelligence-based design yielded an ASF1-binding peptide with a 70-fold increase in affinity. qB2H offers to R&D scientists a robust, reusable platform for quantitative PPI analysis, enabling both rational protein engineering and data-driven discovery. Code, data, and materials were made available to the community.",2026,2026,
pubmed,42199034,https://pubmed.ncbi.nlm.nih.gov/42199034/,Comparative machine learning for accurate EEG-based epileptic seizure state classification using sub-band analysis.,"Timely identification of seizure-related EEG states can support clinical assessment and motivate future monitoring tools. This study investigates a comparative machine-learning framework for EEG-based epileptic seizure state classification using sub-band analysis of the Bonn University EEG dataset. The signals are decomposed into delta, theta, alpha, beta, and gamma bands with bandpass filtering, and a set of lightweight statistical descriptors is extracted from each band. Support Vector Machines, Random Forest, XGBoost, CatBoost, Multi-Layer Perceptron, k-Nearest Neighbours, and Logistic Regression are then evaluated using multi-class ROC analysis, confusion matrices, precision, recall, F1-score, and accuracy. The results show that tree-based models, particularly XGBoost, CatBoost, and Random Forest, provide the strongest overall performance on this benchmark. The manuscript is now framed as a three-state EEG classification study rather than prospective seizure forecasting, and the discussion highlights the limited size of the Bonn dataset, the need for validation on larger datasets such as CHB-MIT and Siena Scalp EEG, and the requirements for future real-time deployment.",2026 May 27,2026,
pubmed,42194312,https://pubmed.ncbi.nlm.nih.gov/42194312/,"Medical Image Segmentation Methods: A Decision-Guided Survey Covering 2D/3D CNNs, Transformers, VLMs, SAM-Based Models and Diffusion Approaches.","Recent advances in medical image segmentation have introduced a wide spectrum of deep learning paradigms, including 2D/3D convolutional neural networks (CNNs), transformer-based architectures, vision-language models (VLMs), prompt-driven foundation models such as Segment Anything Model (SAM), and diffusion-based approaches. Although these methods have demonstrated remarkable performance across MRI, CT, PET, ultrasound, and endoscopic imaging, the rapid proliferation of architectures has created methodological uncertainty regarding optimal model selection under varying clinical and data constraints. Existing surveys primarily focus on architectural categorization, yet provide limited guidance for decision-oriented model selection. This study presents a comprehensive and decision-guided survey that systematically analyzes segmentation paradigms across imaging modalities, task types, dataset characteristics, and evaluation protocols. Beyond taxonomy, we propose a practical model selection framework that links clinical scenarios, such as small lesion detection, multi-organ 3D segmentation, limited-data regimes, and domain shift, to appropriate segmentation strategies. Furthermore, robustness, generalization, annotation variability, and benchmarking reproducibility are critically examined. By integrating architectural taxonomy, cross-modal comparative analysis, and a structured decision framework, this work provides a clinically oriented roadmap for selecting segmentation methods and highlights future research directions toward reliable and reproducible medical AI systems.",2026 May 15,2026,
pubmed,42188456,https://pubmed.ncbi.nlm.nih.gov/42188456/,Wastewater Membrane Bioreactors: A Comprehensive Review of Explainable Artificial Intelligence and Digital Twin Applications.,"Wastewater membrane bioreactors (MBRs) have become an important advanced treatment technology due to their ability to produce high-quality effluent suitable for discharge and water reuse. However, their broader and more sustainable application remains constrained by membrane fouling, elevated energy demand, and the operational complexity of coupled biological and membrane separation processes. This comprehensive review critically evaluates the growing application of machine learning (ML), explainable artificial intelligence (XAI), and digital twin (DT) technologies in MBR systems. Published studies on fouling prediction, energy optimization, effluent quality estimation, and intelligent operational support are critically evaluated, with explicit attention to model performance, dataset limitations, and generalizability. The reviewed literature shows that ML models, particularly ensemble methods, support vector machines, and deep learning approaches, have demonstrated strong potential for predicting major MBR performance indicators, including transmembrane pressure, permeate flux, fouling resistance, and selected effluent-quality variables. In parallel, XAI methods such as SHAP, LIME, and Anchors are increasingly being used to enhance model transparency and to reveal the dominant factors controlling process performance. Digital twin frameworks further extend this potential by enabling the integration of mechanistic understanding, online sensor data, data-driven prediction, and interpretable decision support within real-time operational platforms. Nevertheless, several barriers continue to hinder practical implementation, including the limited number of full-scale studies, the scarcity of openly accessible and standardized datasets, insufficient consideration of uncertainty and model drift, and the early-stage maturity of DT deployment in operational plants. The evidence reviewed suggests that integrating ML, XAI, and DT can substantially improve the reliability, interpretability, and operational efficiency of MBR systems. Future research should therefore focus on full-scale validation, the development of benchmark datasets, uncertainty-aware modeling, and practical deployment strategies for interpretable intelligent MBR management.",2026 May 21,2026,
pubmed,42185488,https://pubmed.ncbi.nlm.nih.gov/42185488/,A dataset of 1.2 million molecules with DFT-level quantum chemical annotations for molecular representation learning.,"An informative molecular representation is prerequisite for the accurate prediction of molecular property by machine learning, but demands large-scale data enriched with detailed physicochemical information for its effective learning. Here, we introduce qcMol, a dataset consisting of 1.2 million molecules with DFT-level quantum chemical annotations, to facilitate molecular representation learning. Chemicals in this dataset include drug-like compounds, metabolites and molecules with matched experimental data, covering 247,448 kinds of scaffolds and a broad spectrum of molecular sizes. Each compound in qcMol is annotated with multiple quantum descriptors, obtained through reliable quantum chemical calculations at the level of B3LYP-D3/def2-SV(P)//GFN2-xTB as well as the follow-up wave function post-analysis. These features are organized into multiple formats, allowing for flexible integration into diversified molecular representation learning frameworks. qcMol can serve as not only the pre-training resource but also the benchmark test set for machine learning models, benefiting the practical in silico drug discovery.",2026 May 26,2026,
pubmed,42181298,https://pubmed.ncbi.nlm.nih.gov/42181298/,"Frangipani, hibiscus, marigold, and rose leaf imageimagemagei dataset for plant species identification.","The Frangipani-Hibiscus-Marigold-Rose (FHMR) Leaf Image Dataset is a curated, field-collected image resource designed to support reproducible research in plant species identification and computer vision-based agricultural applications. The dataset comprises 1080 original leaf images (270 per species) captured from healthy plants in nursery environments, along with 6480 systematically generated augmented images (six per original), resulting in a total of 7560 images. All images are standardized to 512 × 512 pixels in JPEG format. Image acquisition was conducted in Savar, Dhaka, Bangladesh, using an iPhone 14 Pro camera under both neutral and natural background conditions. Augmentation was performed using a deterministic, parameter-bounded pipeline (random seed = 42), incorporating geometric and photometric transformations to enhance variability while maintaining biological plausibility. In addition to the image files, the dataset repository provides a complete metadata manifest, augmentation scripts, and environment specifications to ensure transparency and repeatability. The FHMR dataset is publicly available via Mendeley Data (DOI: 10.17632/tkgbrvb2c2.4) under a CC BY 4.0 license and serves as a benchmark resource for machine learning-based plant species recognition and related computer vision tasks.",2026 Jun,2026,
pubmed,42180889,https://pubmed.ncbi.nlm.nih.gov/42180889/,Machine learning-based early survival prediction in early-onset hepatocellular carcinoma: a SEER-based multi-model comparative study.,"Early-onset hepatocellular carcinoma (eHCC) presents distinct clinical challenges; however, prognostic determinants remain inadequately characterized. This study aimed to develop and validate machine learning (ML) models to predict early survival in patients with eHCC and to identify key prognostic factors. Patients diagnosed with eHCC were identified from the Surveillance, Epidemiology, and End Results (SEER) database [2010-2021] based on predefined inclusion criteria. The cohort was randomly partitioned into training (70%) and validation (30%) sets. Five ML algorithms were implemented: multilayer perceptron (MLP), logistic regression (LR), support vector machine (SVM), random forest (RF), and extreme gradient boosting (XGBoost). Additionally, a conventional model based on the American Joint Committee on Cancer (AJCC) staging system was constructed as a benchmark for comparison with the ML-based models. Model discrimination was assessed by the area under the receiver operating characteristic curve (AUC). Calibration curves and complementary metrics quantified predictive accuracy. The SHapley Additive exPlanations (SHAP) framework was employed to rank variable importance and interpret model predictions. A total of 1,922 patients with eHCC were included, of whom 1,345 were assigned to the training cohort and 577 to the validation cohort. Thirteen clinicopathological and treatment-related variables were incorporated into the analysis, including age, sex, race, pathological grade, surgical status, AJCC stage, SEER stage, tumor size, alpha-fetoprotein (AFP) level, marital status, radiotherapy, chemotherapy, and macrovascular invasion. The RF model demonstrated optimal performance in the validation cohort, achieving an AUC of 0.80, accuracy of 0.72, precision of 0.71, recall of 0.81, and F1 score of 0.75. This substantially outperformed the AJCC staging-based model with AUC of 0.66, representing a ΔAUC of 0.14 and 21.2% relative improvement. SHAP analysis identified surgical intervention as the dominant predictor in the RF model. The RF model demonstrated robust discriminative ability for predicting early survival in eHCC patients. This validated model can facilitate risk stratification and inform individualized therapeutic decisions for patients with eHCC.",2026 Apr 30,2026,
pubmed,42180430,https://pubmed.ncbi.nlm.nih.gov/42180430/,The impact of biologically relevant negative samples on machine learning-based B-cell epitope prediction for Influenza A.,"Predicting linear B-cell epitopes remains a major challenge in immunoinformatics, particularly for rapidly evolving viruses such as Influenza A. Many existing predictors rely on heterogeneous training datasets, poorly defined negative samples, or low-interpretability models, which can limit performance on pathogen-specific tasks. Improving prediction therefore requires biologically meaningful datasets together with informative and interpretable sequence representations. We developed a machine learning framework based on sequence-derived physicochemical descriptors for linear B-cell epitope prediction in Influenza A. A curated dataset of experimentally validated epitopes and non-epitopes was constructed using redundancy reduction and balanced sampling strategies. Five supervised classifiers were evaluated, and the effect of real versus artificial negative datasets was systematically assessed. Feature selection using Analysis of Variance and Mutual Information showed that predictive performance emerged from the combined contribution of multiple descriptors rather than single variables. The best model, Random Forest, achieved 82% accuracy, 83% F1-score, a Matthews correlation coefficient of 0.65, and an area under the receiver operating characteristic curve of 0.90. Benchmarking against widely used tools showed improved balanced performance on our curated Influenza A dataset. Source code, processed datasets, and reproducible analysis scripts are freely available at GitHub: https://github.com/cparejabarrueto/epitopes.",2026,2026,
pubmed,42174839,https://pubmed.ncbi.nlm.nih.gov/42174839/,Distribution Shift Analysis in Generalizable Modelling: Intensive Care Time-Series Data.,"In this paper, we investigate how distribution shift affects model generalizability in medical time-series from intensive care. We define clinically relevant domain adaptation scenarios for predicting hypotension and hypoxemia using the MIMIC-III Matched Waveform Database v1.0. Distribution shift is quantified via the Kolmogorov-Smirnov test (KS) applied to an interpretable, lower-dimensional data representation. Our results highlight the challenges of measuring covariate, prior probability, and semantic shifts in non-stationary multivariate time series. We observed linear correlation (0.74 and 0.99) between KS(source train, target) - KS(source train, source test) and RMSE difference when comparing in-distribution and out-of-distribution model performance. We argue that developing and benchmarking data-driven models should explicitly account for modality-specific data shift characteristics.",2026 May 21,2026,
pubmed,42174361,https://pubmed.ncbi.nlm.nih.gov/42174361/,Machine learning outperforms serum creatinine for early risk stratification of hepatorenal syndrome: a prospective single-center validation.,"The early diagnosis of hepatorenal syndrome (HRS) is constrained by the reliance on serum creatinine, a biomarker with well-documented limitations in sensitivity and timeliness, contributing to diagnostic delays and adverse outcomes. Machine learning (ML) offers a potential solution, but its translation is hindered by two critical gaps: the absence of prospective, head-to-head validation against the clinical standard, and inadequate assessment of model robustness against temporal data distribution shift-a pivotal challenge for real-world deployment. We developed an XGBoost model using a retrospective cohort of patients with decompensated cirrhosis (n = 464). Its performance was then prospectively validated in a completely independent, temporally distinct cohort (n = 269) in a direct comparison against the serum creatinine diagnostic standard. The prospective cohort was further split into sequential subsets to assess short-term internal temporal robustness. The evaluation framework encompassed diagnostic performance, interpretability (SHAP analysis), clinical utility (decision curve analysis), and health economic evaluation. The model demonstrated exceptional discriminatory accuracy, with an area under the receiver operating characteristic curve (AUC) of 0.994 (95% bias-corrected and accelerated bootstrap CI: 0.985-0.998). This represented a substantial and statistically significant improvement over serum creatinine-based diagnosis (AUC = 0.803; p < 0.001). The model's predictions were well-calibrated, and its performance remained stable in the limited internal temporal robustness assessment. The health economic evaluation established the model's decisive cost-effectiveness, with an incremental cost-effectiveness ratio (ICER) of 571 EUR per quality-adjusted life year (QALY), substantially below major international willingness-to-pay thresholds, including Indonesia's benchmark of 3853 EUR/QALY. This study provides three key contributions: (1) conclusive, prospective evidence that an ML model significantly outperforms the current serum creatinine standard for HRS risk stratification; (2) a novel methodological framework for proactively assessing temporal robustness, which demonstrated stability in a short-term, single-center setting; and (3) compelling evidence of the model's accuracy, clinical utility, and cost-effectiveness within a rigorous, single-center prospective validation. While these results establish a high-fidelity proof of concept, the essential next steps are external validation across multiple centers to confirm generalizability and the assessment of resilience to longer-term, real-world dataset shifts before any consideration of broader clinical implementation.",2026 May 22,2026,
pubmed,42165009,https://pubmed.ncbi.nlm.nih.gov/42165009/,"The AHEPA EEG benchmark: setting the standard for machine learning in dementia diagnosis, a scoping review.","Accurate and reproducible electroencephalography (EEG)-based classification of dementia remains a key challenge in computational neurodiagnostics. The open-access AHEPA dataset has become the most commonly used benchmark for Alzheimer's disease (AD) and Frontotemporal dementia (FTD) classification, yet reported results vary widely due to methodological inconsistencies. This study presents the first systematic and quantitative benchmark review of all published machine learning approaches applied to the AHEPA dataset. Forty-six studies were reviewed and stratified into three validity tiers, with Validity 1 representing the highest methodological rigor and Validity 3 the lowest.According to their evaluation rigor: (1) subject-level validation (e.g., Leave-One-Subject-Out cross-validation, LOSO-CV), (2) subject-level train/test splits, and (3) epoch-level k-fold cross-validation. Performance metrics were normalized across classification problems. The analysis revealed that methodological rigor is inversely correlated with reported accuracy: for AD versus Cognitively Normal controls, mean accuracy decreased from 90.81% overall to 82.11% in Validity-1 studies; for FTD versus controls, accuracy dropped from 86.53% to 75.18%. Linear regression analyses demonstrated that weaker validation protocols were associated with systematic increases of 7-10% points in reported accuracy, explaining more than half of the observed performance variance. Deep and hybrid models reported the highest nominal accuracies, but under proper validation, traditional algorithms performed comparably, indicating that data leakage often drives apparent improvements. The review also highlights the lack of cross-configuration generalization and the urgent need for adaptive, montage-independent methodologies. Overall, this benchmark establishes the first reproducible reference framework for EEG-based dementia classification on the AHEPA dataset, providing quantitative baselines and validity criteria against which all future studies should be evaluated.",2026 Dec,2026,
pubmed,42162171,https://pubmed.ncbi.nlm.nih.gov/42162171/,DeepShieldIDS: an AI-powered intrusion detection system leveraging HybridIDSNet for robust network security.,"Traditional Intrusion Detection Systems (IDSs) are largely unable to provide the level of protection required to safeguard modern network environments against ever-evolving cyber threats. Conventional machine-learning-based feature representations are static and cannot capture temporal behaviour in network traffic, limiting performance under heterogeneous conditions. Deep learning approaches have improved detection accuracy, but challenges remain in feature diversity, class imbalance, and cross-environment generalisation. To overcome these limitations, we propose DeepShieldIDS, a hybrid deep learning-based network intrusion detection framework built on established convolutional neural networks (CNNs), long short-term memory (LSTM) networks, and an attention mechanism, all integrated into a single evaluation pipeline. The HybridIDSNet utilises spatial feature extraction, temporal sequence modelling and feature-weighting attention in a single framework to improve traffic classification performance. We conduct experiments on two benchmark datasets, CIC-IDS2017 and UNSW-NB15, in independent and cross-dataset evaluation settings. The model outperforms classical machine learning models (Random Forest, SVM, and XGBoost) and Categorical CNN and LSTM baselines, achieving accuracies of 97.98% and 98.02% with ROC-AUC scores of 99.05% and 99.12%, respectively. Evaluation is confined to supervised benchmark settings, while cross-dataset validation suggests better generalisation with heterogeneous traffic distributions. The proposed framework focuses on a deployment-oriented architecture and a formalised pre-processing procedure, providing an overview of scalable hybrid deep learning solutions for network intrusion detection.",2026 May 20,2026,
pubmed,42162090,https://pubmed.ncbi.nlm.nih.gov/42162090/,A reproducible benchmark of QRS detection algorithms across diverse ECG datasets and noise conditions.,"Accurate R-peak detection in electrocardiograms is critical for heart rate monitoring, heart rate variability analysis, and cardiac condition diagnosis. However, reliable detection remains challenging in real-world scenarios due to noise, artifacts, and signal variability. A key limitation in current research is the lack of reproducibility and comparability, as algorithms are often tested on varying datasets, hindering direct performance comparisons. To address this, we benchmark 17 R-peak detection algorithms, encompassing traditional signal processing, machine learning, and deep learning approaches, within a unified evaluation framework using five open-access ECG datasets from the PhysioNet platform. These databases represent diverse conditions, including long-term monitoring, arrhythmias, and noisy environments, enabling a standardized evaluation. Our results reveal that under a strict cross-dataset generalization setting, in which ML and DL models were trained on a single dataset without any target-domain adaptation, traditional signal processing methods provided more consistent overall performance. This highlights a trade-off between peak performance on familiar data and generalizable performance under distribution shift, whose extent for data-driven methods may depend substantially on training diversity. To support reproducibility and future benchmarking, we provide a fully open evaluation framework including all implementations, dataset references, and evaluation pipelines. These findings offer guidance for researchers and clinicians selecting R-peak detection algorithms for diverse clinical and practical scenarios.",2026 May 20,2026,
pubmed,42156417,https://pubmed.ncbi.nlm.nih.gov/42156417/,Quantum machine learning for predicting anastomotic leak: a clinical study.,"Anastomotic leak is a life-threatening complication following colorectal surgery. This study benchmarks Quantum Neural Networks (QNNs) against hyperparameter-tuned classical models (logistic regression, multi-layer perceptrons, boosting algorithms) for anastomotic leak prediction. Using a 200-patient clinical dataset strictly bounded by a priori medical constraints, we simulated QNNs with ZZFeatureMap encoding and EfficientSU2/RealAmplitudes ansatze under realistic hardware noise. To ensure statistical reliability, performance metrics were averaged across 10 independent optimization runs. The EfficientSU2-BFGS configuration achieved the highest mean AUC of [Formula: see text], while RealAmplitudes with CMA-ES maximized Average Precision ([Formula: see text]). Crucially, at a fixed, clinically necessary sensitivity of [Formula: see text], specific QNN configurations achieved significantly higher specificity (up to [Formula: see text]) and Negative Predictive Value (up to [Formula: see text]) compared to classical models (maximum [Formula: see text] and [Formula: see text], respectively), effectively minimizing false positives. However, classical models maintained superior probability calibration for continuous risk stratification. We conclude that QNNs offer robust discriminative performance for clinical screening, warranting further validation on larger, independent cohorts.",2026 May 19,2026,
pubmed,42154787,https://pubmed.ncbi.nlm.nih.gov/42154787/,Artificial intelligence in antimicrobial drug discovery: predictive and generative strategies.,"The slow pipeline of antimicrobial drug development stands in stark contrast to the continued expansion of microbial infections, which pose a persistent and major threat to global public health. Traditional discovery strategies, including natural product extraction, structural modification and high-throughput screening, are limited by low efficiency, high costs and slow innovation. Artificial intelligence (AI), particularly machine learning, deep learning, and natural language processing, is now reshaping drug discovery, bringing unprecedented speed and precision to the development of novel antimicrobial drugs. This review summarizes recent advances and challenges in AI-driven strategies for discovering antimicrobial drugs against bacterial, fungal, and viral infections, covering major drug classes including small molecules, peptides, phages, and protein drugs. The article was based on literature retrieved through a structured, iterative search of major scientific databases (PubMed, Web of Science, Scopus), with a focus on studies published between 2020 and 2025. The integration of AI-driven predictive and generative strategies will be the defining cornerstone of the next decade's 'autonomous discovery' paradigm for antimicrobial drug development, despite current enduring challenges including data bias, lack of standardized benchmarking frameworks, and clinical translational gaps.",2026 Jun,2026,
pubmed,42153366,https://pubmed.ncbi.nlm.nih.gov/42153366/,Comprehensive Review of Contrastive and Generative Self-Supervised Learning for Small Molecular Representation.,"Drug discovery is a complex and resource-intensive process, where developing effective computational tools to analyze vast and heterogeneous molecular data is paramount. In this landscape, contrastive and generative learning have emerged as two foundational paradigms for molecular representation learning, driving significant advances. The core of these approaches lies in efficiently learning information-dense embeddings by leveraging diverse data modalities, from a molecule's intrinsic 1D, 2D, and 3D structure to its extrinsic context within complex biological networks. The resulting representations provide robust features for a wide array of downstream applications, including molecular property prediction (MPP), interaction analysis, and drug design. This review provides a comprehensive and systematic survey of these two domains. We begin by detailing the essential public databases and benchmarks that support modern research, then conduct an in-depth analysis of contrastive and generative methodologies, first as they apply to single-molecule representations and subsequently as they are adapted for learning from drug interaction networks. Finally, we discuss the pressing challenges and future directions shaping the field, from refining learning strategies to the push toward synergistic, multimodal foundation models. By summarizing the state of the artand providing a structured perspective on current trends and future opportunities, this review serves as a valuable guide for researchers in bioinformatics, chemistry, and artificial intelligence, aiming to foster innovation and accelerate the application of advanced representation learning in modern drug discovery.",2026 Jun 08,2026,
